Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
16983,US,"Soft in the mouth but high in alcohol, this Syrah tastes hot and peppery. The blackberry fruit flavors have a thick, jammy quality, and finish with a streak of mushrooms.",Valley View,84,36.0,California,Santa Ynez Valley,Central Coast,,,Plan B 2010 Valley View Syrah (Santa Ynez Valley),Syrah,Plan B
15341,South Africa,"An assertive menthol streak shines through the dark fruit core, along with a hint of spice cake. Soft and somewhat flabby on the midpalate; drink now.",Collection,84,9.0,Swartland,,,Lauren Buzzeo,@laurbuzz,Riebeek Cellars 2009 Collection Cabernet Sauvignon (Swartland),Cabernet Sauvignon,Riebeek Cellars
84816,Australia,"Nashwauk is Kaesler's McLaren Vale project, first released from the 2006 vintage. The 2010 is full bodied, creamy-textured and plush, filled with dark fruit and hints of vanilla, asphalt, maple syrup and mocha. The supple tannins enhance rather than impede the finish, contributing scary length. Drink now–2030.",Beacon,95,145.0,South Australia,McLaren Vale,,Joe Czerwinski,@JoeCz,Nashwauk 2010 Beacon Shiraz (McLaren Vale),Shiraz,Nashwauk
53719,US,"Very smooth and harmonious, from its cherry, cocoa and smoke-tinged aromatics through the similarly endowed palate, where licorice and cedar notes add further complexity. Balanced, not weighty; it closes with very even tannins and a full, even black-cherry finish with toasty notes. Approachable now; will improve over the next three years.",,94,35.0,California,Napa Valley,Napa,,,St. Clement 1997 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,St. Clement
35885,Spain,"Light, fruity and clean smelling, with a touch of candy to the nose. The palate, especially for an $8 Garnacha rosé, is zesty and spunky, with cherry, plum and citrus flavors. Crisp and crackling through the finish.",,87,8.0,Northern Spain,Campo de Borja,,Michael Schachner,@wineschach,Borsao 2010 Rosé (Campo de Borja),Rosé,Borsao
93800,US,"From the folks who invented white Zinfandel, a freshly fruity, soft, slightly sweet wine with high enough acidity to keep it from palling. The color is pale pink, and the aromas recall red raspberries and peaches.",,83,6.0,California,California,California Other,,,Sutter Home 1999 Zinfandel (California),Zinfandel,Sutter Home
93738,US,"This is a restrained and structured wine, light in tart cranberry, rhubarb and an overwhelming attraction of baked plum. Lush and plush on the palate without ever pushing too far, it lingers in cardamom.",Estate Grown,91,50.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,J Vineyards & Winery 2013 Estate Grown Pinot Noir (Sonoma Coast),Pinot Noir,J Vineyards & Winery
15813,US,"Earthy on the nose and palate with savory whiffs of smoked hazelnuts, this dry, Hudson River sparkling wine is striking in its acidity and nut skin astringency. Fairly aggressive on the palate with a bold, lingering effervescence.",Grand Monarque Cuvee,85,25.0,New York,Hudson River Region,New York Other,Anna Lee C. Iijima,,Brotherhood NV Grand Monarque Cuvee Sparkling (Hudson River Region),Sparkling Blend,Brotherhood
127901,US,"A strong showing from the South Coast, this bottling offers plump red cherries, blackberries, dried plums, cocoa, shaved dark chocolate, kola nut and iron on the nose. The palate is laden with dark chocolate and cinnamon atop elderberry fruit, lifted with elderflower, lilacs and leathery tannins that drive into the finish.",Bella Vigna Vineyard,89,45.0,California,Temecula Valley,South Coast,Matt Kettmann,@mattkettmann,Palumbo Family Vineyards 2012 Bella Vigna Vineyard Sangiovese (Temecula Valley),Sangiovese,Palumbo Family Vineyards
94733,France,"This beautifully crisp and fresh wine has great red-berry acidity. Tight and textured, it is dry while balancing fruit and the more steely edge. The bottling is young, so could be aged for six months from purchase, although it is also refreshing to drink immediately.",Terroirs Brut Rosé,91,59.0,Champagne,Champagne,,Roger Voss,@vossroger,A.R. Lenoble  NV Terroirs Brut Rosé  (Champagne),Champagne Blend,A.R. Lenoble 
15156,Italy,"Floral and fruity, this opens with aromas of yellow wild flower and ripe orchard fruit. The bright rounded palate offers mature yellow apple, yellow pear and a hint of candied lemon drop alongside fresh acidity.",Vigna ai Sassi Riserva,93,23.0,Tuscany,Vernaccia di San Gimignano,,Kerin O’Keefe,@kerinokeefe,Tenuta Le Calcinaie 2013 Vigna ai Sassi Riserva  (Vernaccia di San Gimignano),Vernaccia,Tenuta Le Calcinaie
32734,US,"This extroverted wine brims with toasted oak, chocolate and smoke aromas, followed by ripe, jammy fruit flavors. With full body and a velvety texture of soft tannins, it's both smooth and tongue-gripping at the same time.",The Toy Vineyard,90,26.0,California,Amador County,Sierra Foothills,Jim Gordon,@gordone_cellars,Andis 2012 The Toy Vineyard Primitivo (Amador County),Primitivo,Andis
87633,US,"This impressively bold, dry wine could have been labeled as a varietal Syrah. It needs to pair with big chunks of meat or cheese. Concentrated blueberry, dark chocolate and blackberry combine with firm tannins and light spices from oak aging.",Grande Violette,90,20.0,California,Sierra Foothills,Sierra Foothills,Jim Gordon,@gordone_cellars,Naggiar 2014 Grande Violette Red (Sierra Foothills),Red Blend,Naggiar
72808,Italy,"Densely concentrated, this plush wine opens with aromas of black currant, espresso and cedar. The robust, one-dimensional palate delivers raisin, chocolate and licorice alongside velvety tannins that hold the flavors together.",Cuculaia,89,65.0,Tuscany,Cortona,,Kerin O’Keefe,@kerinokeefe,Fabrizio Dionisio 2010 Cuculaia Syrah (Cortona),Syrah,Fabrizio Dionisio
13972,Italy,"This blend of Aglianico and Montelpulciano opens with slightly funky aromas that include nail polish remover, stewed prune and oak. The palate offers toasted oak, vanilla, sweetened coffee and sugar plum alongside astringent wood tannins.",Pignanera,87,55.0,Southern Italy,Epomeo,,Kerin O’Keefe,@kerinokeefe,Tommasone 2009 Pignanera Red (Epomeo),Red Blend,Tommasone
100326,US,"Clean lines of grapefruit, lime and lemongrass make for a fresh, somewhat angular nose on this zesty tongue-tingling bottling. The palate begins with a round orange-candy flavor and then dives into the sharpness of lime skins and grapefruit peels, with a sizzle of acidity that goes long and deep.",,91,30.0,California,Central Coast,Central Coast,Matt Kettmann,@mattkettmann,Brecon Estate 2016 Albariño (Central Coast),Albariño,Brecon Estate
2288,Czech Republic,"The Cabernet Moravia grape is a cross between Cabernet Franc and Zweigelt. Here, it incorporates all of Cab Franc's leafy herbaceousness and Zweigelt's tart, cranberry flavors in a refreshing wine. It's delicate in concentration, but easy drinking, with lots of green, grassy notes on the finish.",,85,18.0,Moravia,,,Anna Lee C. Iijima,,Vino z Czech NV Cabernet Moravia (Moravia),Cabernet Moravia,Vino z Czech
21957,France,"From the former castle of the Counts of Provence, this is an intensely fruity wine, full of strawberry, orange zest and light spice. It is fragrant, fresh wine, lifted attractively at the end  with bright acidity.",Perle de Rosé,88,,Provence,Côtes de Provence,,Roger Voss,@vossroger,Château Réal Martin 2012 Perle de Rosé Rosé (Côtes de Provence),Rosé,Château Réal Martin
80505,France,"The small Briante parcel in Annick and Jean-Marc Lafont's Brouilly vineyard has produced a fruity cherry-flavored wine. With hints of blueberry, and layers of tannin and acidity, it is still young. Let this cru soften from its total fruitiness and drink from late 2017.",Briante,89,20.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Domaine de Bel Air 2015 Briante  (Brouilly),Gamay,Domaine de Bel Air
74130,South Africa,"This Chenin-based blend—with 10% Clairette Blanc and 10% Viognier—offers great richness and a lush texture. Notes of beeswax and brioche add depth to the orange oil, pear, melon and honeysuckle aromas and flavors. The medium weight mouth offers a fresh lemony citrus and green plum tartness, keeping the palate clean and vibrant. Drink now–2014.",,90,28.0,Swartland,,,Lauren Buzzeo,@laurbuzz,Mullineux 2010 White (Swartland),White Blend,Mullineux
45957,Argentina,"A full blast of oak and related aromas open this creamy, ripe wine. Plump on the palate but with just enough acidity to preserve balance, this rich, friendly wine features walnut, papaya and citrus flavors that finish woody, smooth and long. Drink now.",Catena Alta Historic Rows,90,35.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Bodega Catena Zapata 2013 Catena Alta Historic Rows Chardonnay (Mendoza),Chardonnay,Bodega Catena Zapata
58098,France,"This is a fragrant, sinewy wine. Mixed herbs twine around cranberry and raspberry fruit, while the palate builds in weight and flesh in the glass. Give it until 2018.",Les Cailloux,92,55.0,Rhône Valley,Châteauneuf-du-Pape,,Joe Czerwinski,@JoeCz,André Brunel 2012 Les Cailloux Red (Châteauneuf-du-Pape),Rhône-style Red Blend,André Brunel
103726,France,"Named after the stones in the vineyard, this tense, dense wine is still young. With steely acidity and a strongly mineral, chalky texture, it needs to age. Stone fruits, acidity and a strongly herbal character are just beginning to integrate. Drink from the end of 2017.",Les Chailloux,91,40.0,Loire Valley,Sancerre,,Roger Voss,@vossroger,Claude Riffault 2014 Les Chailloux  (Sancerre),Sauvignon Blanc,Claude Riffault
79328,New Zealand,"This is plummy, spicy and complex, with hints of cracked pepper, clove and cinnamon mingling with fresh mushroom, thyme and mint. The wine is a bit chunky in feel, but finishes with supple tannins and reasonably soft acids, making it approachable now.",,89,25.0,Wairarapa,,,Joe Czerwinski,@JoeCz,Urlar 2012 Pinot Noir (Wairarapa),Pinot Noir,Urlar
3818,Portugal,"Made by the winemaking team of Quinta de la Rosa, this powerful and bold wine comes from vineyards up river in Douro Superior. It is full of dark, dense black fruits and concentrated tannins with brisk acidity on the finish. Drink from 2018.",Passagem Reserva,93,,Douro,,,Roger Voss,@vossroger,Quinta das Bandeiras 2010 Passagem Reserva Red (Douro),Portuguese Red,Quinta das Bandeiras
16150,US,"Pure, almost crystalline in its expression of fruit, this 100% Malbec captures the essence of mountain berries. Juicy and perfectly balanced, it suggests a range of notes from tangerine to blueberry to wild raspberry, with lightly peppery, fine-grained tannins.",,92,25.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Seven Hills 2009 Malbec (Walla Walla Valley (WA)),Malbec,Seven Hills
66391,US,"Intense, spicy and richly fruity nose. Already meaty, bloody and gamy; this really hits the mark for this variety. Good acids, weight and balance. It's a very sexy wine, with a long, concentrated finish that shows extracted berry fruit and layers of mineral and earth, with just the barest hint of roasted barrel.",,90,27.0,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Abacela 1999 Syrah (Umpqua Valley),Syrah,Abacela
50987,US,"A first-rate Sauvignon Blanc. Bone dry and crisp and clean in mouthwatering acidity, it has wonderfully complex gooseberry, lime, grapefruit and kiwi flavors. Among the top of its class, and a great value.",Demark St. Vineyard Tribute,92,20.0,California,Sonoma Valley,Sonoma,,,Atmosphere 2008 Demark St. Vineyard Tribute Fumé Blanc (Sonoma Valley),Fumé Blanc,Atmosphere
9346,Italy,"Firm and spicy, this blend of Sangiovese and 10% Merlot opens with aromas of black plum, crushed violet and kitchen spices. The juicy palate delivers ripe black cherry, licorice and clove alongside a backbone of tightly wound but refined tannins. Drink 2016–2020.",Crognolo,89,35.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Tenuta Sette Ponti 2012 Crognolo Red (Toscana),Red Blend,Tenuta Sette Ponti
24318,Italy,"This mature expression of Sauvignon opens with bright aromas of peach, honey, apricot and passion fruit. The mouthfeel is less intense with a lean, but crisp finish.",Vigneto Vigne dai Vieris,85,10.0,Northeastern Italy,Venezia Giulia,,,,Di Lenardo 2010 Vigneto Vigne dai Vieris Sauvignon Blanc (Venezia Giulia),Sauvignon Blanc,Di Lenardo
46385,Italy,"Besides the usual notes of citrus, pear and peach usually associated with Pinot Grigio, this expression offers added dimension in the form of roasted almonds. It has a creamy, honey-rich nose backed by chewy sweetness and refreshing zest. It's nice to see more screwcaps from Italy, especially on these light, easy wines.",,85,9.0,Northeastern Italy,Delle Venezie,,,,Villa Pozzi 2006 Pinot Grigio (Delle Venezie),Pinot Grigio,Villa Pozzi
110902,Italy,"This wine's oak, toasted nut and menthol aromas carry over to its evolved palate, along with a coffee note and bracing tannins. It's shy on fruit richness and intensity.",Bricco di Neive Riserva,86,78.0,Piedmont,Barbaresco,,Kerin O’Keefe,@kerinokeefe,Dante Rivetti 2012 Bricco di Neive Riserva  (Barbaresco),Nebbiolo,Dante Rivetti
18881,South Africa,"Notes of cocoa and oak-derived spice add depth to the ripe, dark fruit core of this wine. Black berry, cherry and plum flavors abound on the plush palate, framed by firm tannins and a thick, supple texture. Gripping plum-skin and cigar-box notes linger long on the finish.","Grand Classique Cabernet Sauvignon-Petit Verdot-Malbec-
Merlot-Cabernet Franc",90,20.0,Paarl,,,Lauren Buzzeo,@laurbuzz,"Glen Carlou 2009 Grand Classique Cabernet Sauvignon-Petit Verdot-Malbec-
Merlot-Cabernet Franc Red (Paarl)",Bordeaux-style Red Blend,Glen Carlou
49054,Italy,"Made from red grape Nero d'Avola vinified without skin contact, this full-bodied wine has sensations of red apples, pink grapefruit, mineral and white pepper. Crisp acidity gives freshness but the warmth of evident alcohol on the midpalate throws off the balance.",Bianco di Morgante,87,18.0,Italy Other,Vino da Tavola,,Kerin O’Keefe,@kerinokeefe,Morgante 2013 Bianco di Morgante Nero d'Avola (Vino da Tavola),Nero d'Avola,Morgante
11277,France,"Herbaceous and crisp, it conveys flavors of citrus and freshly cut apple. It's a simple, fruity wine that is ready to drink with its lively final acidity and tangy texture.",Le Montarlet,86,,Loire Valley,Sancerre,,Roger Voss,@vossroger,Joseph Mellot 2013 Le Montarlet  (Sancerre),Sauvignon Blanc,Joseph Mellot
50273,US,"Dark color, generous dark-fruit and earth aromas and flavors, and a firmly tannic texture make this quality wine typical of the variety. It has good flavor concentration, with more fruit and light spices pouring out on the finish. It will be best after 2019.",Reserve Home Ranch,91,32.0,California,Lake County,,Jim Gordon,@gordone_cellars,Shannon Ridge 2013 Reserve Home Ranch Cabernet Sauvignon (Lake County),Cabernet Sauvignon,Shannon Ridge
115634,US,"Despite the Columbia Valley label this is all Red Mountain, old-vine Merlot from the winery's estate vineyard. Raspberry, mocha, clove and spice aromas lead to supple, understated fruit flavors and an extended finish. It's a perfect example of what makes this variety special in Washington.",,91,25.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Kiona 2012 Merlot (Columbia Valley (WA)),Merlot,Kiona
1158,Austria,"A big, ripe wine, full of berry fruits and rhubarb, edged with tannins, spice and red plum skins. It has a juicy, rich quality, enhanced by acidity, and rounded with vanilla. Keep for a year. Screwcap.",,87,16.0,Burgenland,,,Roger Voss,@vossroger,Gunter Triebaumer 2006 Blaufränkisch (Burgenland),Blaufränkisch,Gunter Triebaumer
43913,France,"This is an impressively ripe and solidly fruity wine. Blending mainly Tannat with Cabernet Franc and Cabernet Sauvignon, it is certainly structured. But it is the brilliant black fruit that gives this wine its real character and density. It is impressive, and obviously made for the long haul. Drink from 2021.",Crouzeilles-Côte Abeilles,93,65.0,Southwest France,Madiran,,Roger Voss,@vossroger,Producteurs Plaimont 2015 Crouzeilles-Côte Abeilles Tannat-Cabernet (Madiran),Tannat-Cabernet,Producteurs Plaimont
104993,Italy,"A tiny percentage of Chardonnay is added to this Prosecco Superiore, giving it a small boost in terms of structure and creaminess. That addition adds a scent of fresh fruit, with subtle hints of apricot and exotic spice.",Extra Dry,88,16.0,Veneto,Conegliano Valdobbiadene Prosecco Superiore,,,,Bortolotti NV Extra Dry  (Conegliano Valdobbiadene Prosecco Superiore),Glera,Bortolotti
68674,US,"Winemaker Kenneth Juhasz sources fruit from the Ranch House Block within the larger Durell Vineyard for this wine. From Wente clones, it offers intensity and bracing acidity—a crisp, bright and stony celebration that's both lovely and sublime. Its gravelly texture recalls rock candy and apple sprinkled with spice.",Durell Vineyard,93,45.0,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Dunstan 2014 Durell Vineyard Chardonnay (Sonoma Coast),Chardonnay,Dunstan
11324,US,"Tarry, savory notes of dried beef, soy, charred lamb and underlying blackberry combine for a nose that screams umami. The palate carries a similar effect of grilled, lavender-covered lamb shank, black peppercorns and black sesame.",,93,35.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,Pace 2013 Syrah (Santa Ynez Valley),Syrah,Pace
70307,US,"A distinguished Pinot Noir, dry, crisp in acidity and complex in flavor. The cherry, raspberry, cola and mushroom flavors are very rich, almost sweet, except that they finish in a dry scour of spices. Defines a young Anderson Valley Pinot, and should develop bottle complexity over the next 6–8 years.",Triangle Block Day Ranch,93,75.0,California,Anderson Valley,,,,Standish 2010 Triangle Block Day Ranch Pinot Noir (Anderson Valley),Pinot Noir,Standish
122396,Argentina,"This pruny smelling Malbec, Cabernet and Petit Verdot blend hits with a thud. Stewy and overripe, this tastes raisiny and like little else. Similar on the finish.",Estate Black Edition,84,15.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,Doña Paula 2013 Estate Black Edition Red (Mendoza),Bordeaux-style Red Blend,Doña Paula
72304,Italy,"Underbrush, steeped prune, blue flower, exotic spice and vanilla aromas come together on this impressive, robust red. The round chewy palate delivers raisin, blackberry extract, tobacco, clove and licorice. Firm velvety tannins provide support. Drink through 2023.",Ambrosan,92,99.0,Veneto,Amarone della Valpolicella Classico,,Kerin O’Keefe,@kerinokeefe,Nicolis 2008 Ambrosan  (Amarone della Valpolicella Classico),Red Blend,Nicolis
34077,Italy,"There's a note of wet earth or rubber that emerges from the bouquet before the fruit tones do. Once the wine is given more time in the glass, dried prune and cassis come through. This wine's tight, compact style would pair with most easy meat dishes.",Renesio Riserva,85,46.0,Piedmont,Roero,,,,Malvirà 2007 Renesio Riserva  (Roero),Nebbiolo,Malvirà
43463,US,"Should you be looking for a bright, low alcohol, fully dry, sappy, sassy and affordable Oregon Chardonnay, here it is. All stainless steel fermented and aged, it layers in lemon, grapefruit and apple, backed with ample crisp acidity.",,90,25.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,Stoller 2016 Chardonnay (Dundee Hills),Chardonnay,Stoller
40527,US,"This Pinot could certainly withstand a few years of aging, but there's really no reason to cellar it. It's all about rich, ripe, flamboyant fruit in the way of cherries, persimmons and raspberries. For all the forward fruitiness, the wine finishes dry and firm in acids and tannins.",,89,35.0,California,Russian River Valley,Sonoma,,,Windsor Oaks 2011 Pinot Noir (Russian River Valley),Pinot Noir,Windsor Oaks
73142,Italy,"This Barbera shows elegance and harmony with ripe berry notes that are offset by wood spice and mineral notes. The extraction is thick and dense and the wine yields a plush, smooth texture in the mouth with bitter berry nuances on the close.",Rive,91,27.0,Piedmont,Barbera d'Asti Superiore,,,,Araldica 2007 Rive  (Barbera d'Asti Superiore),Barbera,Araldica
5389,US,"Effusive aromas of lychee, lemon drop and orange blossom mark the nose of this Malvasia. Medium in body, this has a bright, floral palate that would pair well with citrus-marinated grilled swordfish.",Site Archive Norte,85,28.0,Arizona,Cochise County,,,,Arizona Stronghold 2011 Site Archive Norte Malvasia (Cochise County),Malvasia,Arizona Stronghold
80420,France,"This light, fruity wine does have tannins that give dryness along with mature berry fruit. Dried fruitcake flavors dominate and the wine will not age further. Drink now.",,86,,Bordeaux,Saint-Émilion,,Roger Voss,@vossroger,Château Simard 2004  Saint-Émilion,Bordeaux-style Red Blend,Château Simard
72866,US,"This is made from a cool vineyard site, low in elevation and often covered in fog. The wine is sultry and velvety, with a smoky edge wrapped in candied cherry and cinnamon. It's overdelivers in terms of price as well.",Leras Vineyard,91,28.0,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Monte Smith 2014 Leras Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Monte Smith
121672,Spain,"Sweet blackberry aromas veer toward kirsch and crème de cassis, while the palate is perfectly ripe and solid, with medium-deep berry flavors and lots of chalky grab to the fairly tannic finish. For a young, basic Toro wine, this exhibits modest signs of elevation and class.",Spada,87,11.0,Northern Spain,Toro,,Michael Schachner,@wineschach,Bodegas Fariña 2006 Spada  (Toro),Tinta de Toro,Bodegas Fariña
15116,US,"A very nice Merlot, brimming with cherries, blackberries, mocha and sage. Feels drier and more tannic than most coastal Merlots and is terrifically versatile at the table.",Cloverdale Ranch,87,24.0,California,Alexander Valley,Sonoma,,,Pellegrini 2005 Cloverdale Ranch Merlot (Alexander Valley),Merlot,Pellegrini
15760,US,"French oak fermentation and sur lie aging give this wine just a hint of toast and softness in the mouth. It is just at 14% alcohol, which keeps it from getting either too bitter or too hot in the finish. It's downright elegant, with a refreshing light touch that is all too often missing from Viognier.",,88,14.0,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Watermill 2006 Viognier (Columbia Valley (WA)),Viognier,Watermill
9515,Spain,"Ripe, lusty blackberry, cherry and earth aromas are accented by woodsy spice scents. This is full in body, with firm tannins that provide structure. Flavors of mixed berry fruits, toasty oak and related spice run deep, while this Tempranillo is staunch on the finish, with mildly abrasive tannins. Drink through 2022.",Viñas Viejas,92,45.0,Northern Spain,Vino de la Tierra de Castilla y León,,Michael Schachner,@wineschach,Leda 2010 Viñas Viejas Tempranillo (Vino de la Tierra de Castilla y León),Tempranillo,Leda
122735,US,"Half Wadenswil and half Pommard, from a 1989 planting, this single-vineyard selection is taut and juicy, a mix of citrus and raspberry, remaining sharply focused even after 48 hours of breathing time. The bright fruit, proportion and precision are impressive, though it needs a bit more bottle age to open up completely.",Rolling Green Estate,91,65.0,Oregon,Dundee Hills,Willamette Valley,Paul Gregutt,@paulgwine ,The Eyrie Vineyards 2012 Rolling Green Estate Pinot Noir (Dundee Hills),Pinot Noir,The Eyrie Vineyards
42178,Argentina,"This is a green Cabernet, no two ways of cutting it. The nose is all herbs and bell pepper, while in the mouth this feels ultradry and drawing. A buttery oak flavor is unintegrated and fails to help out underripe berry and pepper notes.",,82,9.0,Mendoza Province,Mendoza,,Michael Schachner,@wineschach,El Solar de Orfila 2015 Cabernet Sauvignon (Mendoza),Cabernet Sauvignon,El Solar de Orfila
43215,Italy,"Nardo is a big wine that boasts a New World style and an emphasis on oak aging. Penetrating aromas of black cherry, forest berry, chocolate and spice make a strong statement. There's a nice quality to the tannins and the wine's drying finish.",Nardo,92,90.0,Tuscany,Toscana,,,,Montepeloso 2003 Nardo Red (Toscana),Red Blend,Montepeloso
61764,Portugal,"This is a floral, aromatic and dry rosé, full of red currant fruit and refreshing acidity. It's a great apéritif wine.",Samora,84,,Tejo,,,Roger Voss,@vossroger,Wines & Winemakers 2011 Samora Rosé (Tejo),Rosé,Wines & Winemakers
123672,Italy,"Made with 100% Sangiovese, this opens with aromas of new wood, roasted coffee bean and menthol. The tired palate offers oak-driven spice and coconut but the fruit has completely dried up, leaving only evident alcohol and bitterly astringent tannins.",Etrusco,84,65.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Cennatoio 2011 Etrusco Sangiovese (Toscana),Sangiovese,Cennatoio
39097,France,"Subdued earth notes precede the ripe freshness of red apple and mirabelle. A touch of residual sweetness boosts ripe fruit flavors of pear and orange, red apple and mirabelle plum. Lemon freshness brightens the palate and makes for an appetizing, zingy and refreshing finish.",Duttenberg,91,33.0,Alsace,Alsace,,Anne Krebiehl MW,@AnneInVino,Domaine Gresser 2015 Duttenberg Riesling (Alsace),Riesling,Domaine Gresser
81795,Italy,"Aromas of toast, walnut and dried orchard fruit lead the nose on this blend of 40% Vermentino, 40% Sauvignon and 20% Chardonnay. The palate offers yellow apple skin, oak extract, butterscotch and toasted almond but it's shy on fruit richness.",Achenio,87,47.0,Tuscany,Bolgheri,,Kerin O’Keefe,@kerinokeefe,Campo alla Sughera 2013 Achenio White (Bolgheri),White Blend,Campo alla Sughera
8399,US,"Sourced from vines almost 40-years-old, this is tight and spicy, with a potpourri of herbs from mint to tarragon to chive. The core of wild berry fruit is substantial. Don't miss the trailing finish. There's lots to taste in the tail of this comet.",Alpine Vineyard,92,55.0,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine ,Rex Hill 2013 Alpine Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill
109444,France,"Perfumed and floral, this is a wine with weight and richness. There is a lot of structure here, concentrated rich yellow and white fruits giving a textured and mineral wine. It comes from a property vinified by Drouhin for 70 years. The wine is for aging; drink from 2019.",Marquis de Laguiche Morgeot Premier Cru,95,132.0,Burgundy,Chassagne-Montrachet,,Roger Voss,@vossroger,Joseph Drouhin 2013 Marquis de Laguiche Morgeot Premier Cru  (Chassagne-Montrachet),Chardonnay,Joseph Drouhin
34795,France,"The softest of the Pouilly Fuissés produced by Duboeuf, this is a smooth, creamy and toasty wine. A peach note and warm, ripe fruits dominate. Very ready to drink.",,85,21.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Georges Duboeuf 2011  Pouilly-Fuissé,Chardonnay,Georges Duboeuf
15533,US,"Pure Syrah from Pepper Bridge, Seven Hills and Ash Hollow vineyard fruit, this shows the maturing of Walla Walla vines, which more and more reveal the earthy, herbal, garrigue qualities of the grape. Coopered in neutral oak, it showcases the typicity and regionality of the grape. Funk, earth, seaweed, green tobacco, and a hint of pepper dominate. You might wish for more fruit, but for those who love the funk this is a fine bottle.",,89,41.0,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine ,Reininger 2007 Syrah (Walla Walla Valley (WA)),Syrah,Reininger
128044,Austria,Hints of lovage tantalize on the nose. The palate is soft and generous. Juicy pear and a pervading spiciness of white pepper create savory layers.,Hausberg,89,,Weinviertel,,,Anne Krebiehl MW,@AnneInVino,Martinshof 2012 Hausberg Grüner Veltliner (Weinviertel),Grüner Veltliner,Martinshof
74358,Chile,"Bramble and green tobacco notes are part of the bouquet, as is rubbery dark fruit. The palate is smooth in feel but a little herbal and leafy, with a mix of berry fruit and mild green notes.",Casa La Joya Reserve,84,11.0,Colchagua Valley,,,Michael Schachner,@wineschach,Viña Bisquertt 2006 Casa La Joya Reserve Cabernet Sauvignon (Colchagua Valley),Cabernet Sauvignon,Viña Bisquertt
128230,US,"Light in color, aromas of vanilla, caramel, toast, char and wood spice lead to wood-forward fruit flavors backed by tart acids. The oak seems out of check but it still brings some appeal.",Rosebud Vineyard Red Wine,87,27.0,Washington,Columbia Valley (WA),Columbia Valley,Sean P. Sullivan,@wawinereport,Castillo De Feliciana 2014 Rosebud Vineyard Red Wine Tempranillo (Columbia Valley (WA)),Tempranillo,Castillo De Feliciana
12824,France,"This structured, mineral wine has a fine tension between tight acidity and zesty acidity that gives it a nervy, crisp character. It is still developing, with its steely structure still dominant; drink from 2017.",Les Crays,88,35.0,Burgundy,Pouilly-Fuissé,,Roger Voss,@vossroger,Domaine Carrette 2013 Les Crays  (Pouilly-Fuissé),Chardonnay,Domaine Carrette
31857,US,"A versatile white wine, made from Chardonnay and Sauvignon Blanc, and showing aspects of both. It's rich in creamy oranges, peaches, lemons and limes, brightened with crisp, citrusy acidity.",Vintage,86,8.0,California,California,California Other,,,Kenwood 2012 Vintage White (California),White Blend,Kenwood
73436,US,"Syrah can be expressive even when slightly green, as it is here. Strawberry and raspberry fruit flavors are set amidst sharp, slightly chalky, citrusy acids. Best to drink this with grilled meats.",,86,40.0,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine ,Griffin Creek 2011 Syrah (Rogue Valley),Syrah,Griffin Creek
46523,Portugal,"With high acidity, touches of new wood and dense tannins, this is a very wine-like vintage, Port. It has weight, formidable berry fruit and a slightly rustic finish.",Vintage,87,,Port,,,Roger Voss,@vossroger,Gran Cruz 2011 Vintage  (Port),Port,Gran Cruz
35429,France,"Givry, which is located in the Côte Chalonnaise, produces wines that have warmth and a firm edge. This wine fits the style with its juicy red fruits, ripe tannins and solid, chunky finish. This is not for aging, so drink now.",Les Grandes Vignes Premier Cru,88,32.0,Burgundy,Givry,,Roger Voss,@vossroger,Jaffelin 2010 Les Grandes Vignes Premier Cru  (Givry),Pinot Noir,Jaffelin
42780,US,"Offering pronounced aromas of apricot fuzz, this is a pungent, slightly flabby white with a layer of unbalanced sweetness on the midpalate that lingers a long time.",Estate Grown,82,15.0,California,Lodi,Central Valley,Virginie Boone,@vboone,Zagan's Fire 2012 Estate Grown Verdelho (Lodi),Verdelho,Zagan's Fire
